

Opponent career totals against Dallas (since 95-96)

For games from 95-96 through 03-04.
Note: the program can't distinguish from players with the same
first and last name (ie, Charles Smith) so their stats are combined
The totals lines, obviously, mean nothing.


Player          GP  MIN  AVG  FGM-FGA   PCT  3PM-3PA   PCT   FTM-FTA   PCT
Matt Carroll      0.00   6.86   6.86   0.00   0.00   0.00   0.00   0.00
Anthony Carter    0.86   4.31   5.17  13.51   3.74   3.45   1.15   0.29
Vince Carter      3.29   2.96   6.25   7.40   3.29   4.93   1.48   1.48
Sam Cassell       0.96   4.46   5.42  10.40   3.58   4.28   1.75   0.35
Kelvin Cato       6.02   9.16  15.18   1.23   2.19   5.06   1.23   2.32
Duane Causwell    4.57   6.40  10.97   0.46   1.37   5.49   1.37   2.74
Cedric Ceballos   5.45   5.98  11.43   2.81   4.22   3.16   1.76   1.76
John Celestand    0.00   0.00   0.00   6.00   4.00   8.00   0.00   0.00
Tyson Chandler    4.04   9.60  13.64   3.54   5.05   8.08   0.00   1.52
Rex Chapman       0.52   3.61   4.13   4.90   2.32   1.68   1.29   0.13
Calbert Cheaney   1.42   4.54   5.97   2.67   1.51   3.47   1.51   0.62
Pete Chilcutt     5.25   7.88  13.13   2.39   3.10   4.06   1.43   1.19
R. Childress      5.33  16.00  21.33   5.33   5.33   0.00   0.00   0.00
Chris Childs      0.57   4.36   4.93   7.97   3.23   5.12   1.33   0.00
Doug Christie     1.23   5.08   6.31   6.95   3.15   3.39   2.63   0.76
Keon Clark        4.39  10.15  14.54   2.42   2.88   6.36   1.06   1.97
Speedy Claxton    1.08   2.70   3.78   9.17   1.89   4.58   1.35   0.27
Mateen Cleaves    0.81   3.25   4.07  11.39   6.51  11.39   3.25   0.81
Keith Closs       8.51   7.29  15.80   1.82   1.82   4.86   0.61   4.86
Derrick Coleman   4.11  11.89  16.00   3.68   4.11   3.54   0.71   2.41
Bimbo Coles       1.04   4.15   5.18   7.26   2.18   4.35   1.66   0.73
Jason Collier     2.23  10.05  12.28   1.12   3.35   1.12   2.23   1.12
James Collins    16.00  16.00  32.00   0.00  32.00   0.00   0.00   0.00
Jarron Collins    3.90   6.00   9.90   1.80   1.80   8.10   0.60   0.60
Jason Collins     5.03   6.86  11.89   2.74   2.29   3.20   0.46   0.91
Marty Conlon      0.61   8.51   9.11   1.82   4.25   5.47   1.22   0.00
Brian Cook        0.00   9.60   9.60   0.00   0.00   7.20   0.00   0.00
Tyrone Corbin     1.95   4.97   6.92   4.97   2.81   4.32   1.51   0.65
Joe Courtney      0.00   6.86   6.86   0.00   0.00   0.00   0.00   6.86
Chris Crawford    5.00   6.00  11.00   3.00   9.00   5.00   2.00   2.00
Jamal Crawford    0.82   4.51   5.33  10.26   4.10   5.33   2.46   0.41
Joe Crispin       0.00   8.00   8.00   0.00   8.00   0.00   0.00   0.00
Austin Croshere   3.52   9.55  13.07   1.01   3.52   6.79   0.50   0.50
John Crotty       0.98   3.92   4.90   8.16   2.29   2.61   0.33   0.33
Terry Cummings    6.46   7.32  13.78   2.80   3.01   5.60   1.72   1.29
V. Cummings       0.23   3.92   4.15   8.54   2.54   4.85   2.31   0.46
Bill Curley       3.89   5.19   9.08   0.00   1.30   7.78   3.89   0.00
Dell Curry        1.38   4.82   6.20   4.13   0.92   3.22   1.84   0.23
Eddy Curry        4.85   5.93  10.79   1.08   4.31   7.55   0.00   1.08
Michael Curry     0.50   3.31   3.81   3.31   1.82   5.63   0.33   0.17
R. Cvetkovic     24.00   0.00  24.00   0.00   0.00  24.00   0.00   0.00
S. Dalembert      2.55  10.21  12.77   0.00   1.53   3.06   0.00   3.57
Erick Dampier     4.87   8.67  13.55   2.23   4.13   5.12   0.58   3.06
Anthony Daniels   0.00   4.28   4.28   5.70   1.43   1.90   2.38   0.00
Antonio Daniels   0.31   4.25   4.56   6.74   2.59   2.38   1.14   0.21
Sasha Danilovic   0.45   1.36   1.81   3.62   3.62   3.62   0.91   0.00
Yinka Dare        5.65   2.82   8.47   0.00   0.00   2.82   0.00   0.00
Kornel David      1.67   5.58   7.26   2.23   2.23   6.70   1.12   0.00
Antonio Davis     4.79   9.27  14.06   1.67   2.60   4.16   0.62   2.29
Baron Davis       1.12   3.99   5.10   7.50   3.99   4.15   2.39   0.80
Ben Davis         4.00   8.00  12.00   0.00   0.00   4.00   4.00   0.00
Dale Davis        4.67   8.07  12.73   1.34   1.66   3.80   1.19   1.58
Emanual Davis     0.00   5.13   5.13   3.62   3.62   2.72   2.42   0.91
Hubert Davis      0.41   2.05   2.46   3.69   2.87   3.28   2.05   0.00
Josh Davis        5.33   5.33  10.67   0.00   5.33   5.33   0.00   0.00
Mark Davis        4.92   4.92   9.85   2.46   4.92   6.56   0.82   1.23
Ricky Davis       1.31   6.82   8.13   6.03   3.67   3.15   2.36   0.00
Terry Davis       7.53   9.41  16.94   0.00   0.94   3.76   0.00   1.88
Todd Day          1.52   3.65   5.16   3.65   3.34   6.08   2.13   2.13
Andrew DeClercq   5.85   8.87  14.72   2.02   2.22   8.27   1.61   1.41
Terry Dehere      0.66   3.54   4.20   5.09   4.42   5.75   1.33   0.44
Vinny Del_Negro   0.34   5.03   5.37   5.14   2.17   2.51   1.14   0.11
Bison Dele       13.71   6.86  20.57   4.57   0.00   9.14   2.29   2.29
Tony Delk         1.28   3.36   4.64   4.29   1.62   3.25   1.62   0.23
Dell Demps        0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
Derrick Dial      7.74   4.65  12.39   3.10   6.19   6.19   0.00   0.00
Boris Diaw        3.43   5.49   8.91   4.80   2.74   4.80   2.06   0.00
Dan Dickau        0.64   1.28   1.92   9.60   3.84   3.84   1.28   0.00
Kaniel Dickens    0.00   0.00   0.00   0.00   0.00   8.00   0.00   0.00
M. Dickerson      1.81   2.88   4.69   2.67   2.45   4.37   1.07   0.85
DeSagana Diop     6.26   4.17  10.43   0.00   4.17   4.17   2.09   2.09
Vlade Divac       4.50   9.56  14.06   5.36   3.64   4.35   1.42   1.77
Juan Dixon        0.75   4.50   5.25   3.00   0.75   3.75   2.25   0.00
Michael Doleac    3.74   9.19  12.94   1.70   3.06   4.77   1.02   0.34
Keyon Dooling     0.21   2.57   2.79   7.93   2.14   4.29   1.29   0.64
Sherman Douglas   0.88   3.54   4.42   9.07   2.43   3.10   1.55   0.22
Bryce Drew        0.00   4.34   4.34   6.17   2.74   2.74   0.91   0.46
Clyde Drexler     3.53   7.25  10.78   8.82   3.72   4.31   1.37   0.98
P. Drobnjak       2.61   5.48   8.09   1.04   2.35   3.65   0.26   0.26
Kevin Duckworth   5.76   2.88   8.64   6.72   2.88   5.76   0.96   0.00
Chris Dudley      3.61  12.32  15.93   1.91   2.12   5.52   1.70   2.97
Joe Dumars        0.62   2.68   3.30   6.39   2.47   1.24   0.62   0.00
Richard Dumas     3.00   0.00   3.00   3.00   3.00   0.00   9.00   0.00
Tony Dumas        0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
Tim Duncan        3.97  12.00  15.97   4.21   4.02   4.02   1.04   2.83
Mike Dunleavy     1.11   6.10   7.21   5.83   1.94   5.27   1.94   0.28
Ronald Dupree     5.05   7.58  12.63   7.58   7.58  10.11   0.00   0.00
Ledell Eackles    0.00   4.65   4.65   0.00   3.10   6.19   1.55   0.00
Tyus Edney        2.14   3.56   5.70   9.27   5.23   3.33   2.61   0.00
Blue Edwards      1.47   5.73   7.21   5.08   2.13   3.93   1.47   1.80
Doug Edwards      4.80   4.80   9.60   9.60   4.80   9.60   0.00   0.00
Kevin Edwards     1.12   4.47   5.58   4.47   5.02   5.58   2.79   1.12
Craig Ehlo        3.73   6.40  10.13   3.73   2.67   6.40   1.60   0.00
Howard Eisley     0.66   3.94   4.59   9.08   2.62   5.90   1.97   0.77
Obinna Ekezie     5.49  13.71  19.20   0.00   4.11   4.11   0.00   0.00
Khalid El-Amin    0.92   4.62   5.54  10.15   0.92   4.62   0.92   0.92
Mario Elie        1.41   5.57   6.98   4.60   2.39   2.65   2.21   0.35
Sean Elliott      1.60   4.43   6.04   4.53   1.79   3.11   0.94   0.66
Dale Ellis        0.79   3.39   4.18   3.05   1.36   3.61   1.47   0.00
Harold Ellis      4.36   4.36   8.73   2.91   1.45  10.18   0.00   0.00
LaPhonso Ellis    4.34   9.13  13.47   3.44   3.16   4.16   1.18   1.18
LaRon Ellis      12.00   0.00  12.00   0.00   0.00   0.00   0.00   0.00
Pervis Ellison    3.13  10.43  13.57   3.13   2.09   3.13   0.00   1.04
Francisco Elson   5.54  10.15  15.69   0.00   3.69   5.54   0.92   0.92
Melvin Ely        4.00   2.00   6.00   4.00   0.00   0.00   2.00   0.00
Evan Eschmeyer    6.19   7.74  13.94   1.55   3.10   9.29   3.10   3.10
V. Esposito       0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
Brian Evans       1.00   9.00  10.00   5.00   2.00   5.00   1.00   0.00
Reggie Evans      6.68   9.60  16.28   0.83   1.25   5.01   1.25   0.00
Patrick Ewing     2.86  11.71  14.57   1.43   4.57   3.43   1.29   2.43
Tony Farmer       6.65   5.91  12.55   2.22   2.95   4.43   0.74   0.00
Jamie Feick       3.81  11.43  15.24   3.81   0.76   3.81   0.00   0.76
Duane Ferrell     4.14   6.62  10.76   3.31   5.79   7.45   0.83   0.83
Danny Ferry       2.14   5.65   7.79   1.76   2.64   5.91   1.26   0.25
Michael Finley    2.26   5.36   7.62   7.91   2.54   1.69   1.41   0.28
Matt Fish         2.82   5.65   8.47   2.82   0.00   2.82   2.82   2.82
Derek Fisher      0.98   4.66   5.65   6.70   2.56   3.35   1.90   0.20
Marcus Fizer      3.13   9.04  12.17   2.78   3.83   5.57   0.00   0.00
Vern Fleming      3.06   5.11   8.17   7.15   5.11   6.13   1.02   0.00
Alton Ford        9.60  19.20  28.80   4.80   0.00   0.00   0.00   0.00
Sherrell Ford     0.00   0.00   0.00  12.00   0.00  12.00   0.00   0.00
T.J. Ford         1.14   9.14  10.29  19.43   1.14   5.71   2.29   1.14
Joseph Forte      0.00   0.00   0.00   9.60   0.00   4.80   9.60   0.00
Danny Fortson     7.05  10.49  17.55   2.41   4.65   7.91   1.38   0.34
Greg Foster       2.74   7.79  10.53   1.68   2.95   5.26   0.63   0.84
Jeff Foster       7.18  12.08  19.27   2.61   3.92   4.90   3.59   0.33
Antonis Fotsis   14.40   4.80  19.20   0.00   0.00   9.60   0.00   4.80
T. Fowlkes        5.76   5.76  11.52   0.96   0.96   4.80   3.84   0.00
Rick Fox          2.14   6.43   8.57   6.61   3.37   5.69   1.41   0.73
Adonal Foyle      4.19   8.10  12.29   1.30   3.33   5.20   0.87   5.78
Richie Frahm      1.12   4.47   5.58   3.35   1.12   5.58   0.00   0.00
Steve Francis     2.61   5.48   8.09   7.57   4.24   4.24   2.28   0.72
Todd Fuller       2.82  11.29  14.12   0.00   5.65   5.65   0.71   1.41
L. Funderburke    2.56   7.22   9.79   1.17   1.63   3.03   0.93   0.23
Dan Gadzuric      9.33  12.00  21.33   0.00   2.67  12.00   1.33   8.00
Reece Gaines      0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
Kevin Gamble      1.92   1.92   3.84   2.88   0.96   3.84   1.92   0.00
Ruben Garces      0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
Chris Garner      0.00   0.00   0.00   3.69  11.08   7.38   3.69   3.69
Kevin Garnett     4.13   9.97  14.09   5.72   3.18   3.49   1.43   2.22
Dean Garrett      3.69   7.72  11.41   1.68   1.34   3.19   1.01   2.01
Pat Garrity       1.97   5.37   7.34   1.61   2.51   6.45   1.07   0.18
Pau Gasol         3.99   7.71  11.70   3.72   3.99   2.53   0.40   1.20
Chris Gatling     4.66   8.16  12.83   1.94   4.86   6.80   0.19   0.97
Kenny Gattison    5.01   7.88  12.90   1.43   0.72   3.58   0.72   0.00
Chris Gattling    1.55  13.94  15.48   3.10   7.74   3.10   3.10   0.00
Andrew Gaze       0.00   0.00   0.00   0.00   0.00  12.00   0.00   0.00
Reggie Geary      0.00   7.74   7.74   4.65   4.65   4.65   4.65   0.00
Matt Geiger       5.45  12.55  18.00   1.09   2.73   5.45   0.27   1.64
Devean George     1.62   6.00   7.62   1.95   2.59   6.16   0.97   1.14
Eddie Gill        1.02   1.02   2.04   4.09   2.04   4.09   4.09   0.00
Kendall Gill      2.02   3.70   5.72   4.04   2.58   4.37   2.13   0.45
Armon Gilliam     3.63   9.17  12.80   2.99   1.71   2.56   1.07   0.85
E. Ginobili       1.81   4.39   6.19   5.94   3.10   5.94   2.32   0.52
Gordan Giricek    1.49   5.72   7.21   4.73   4.97   2.49   1.49   0.25
Dion Glover       3.43   4.68   8.10   2.81   1.87   2.18   1.25   0.00
A. Goldwire       1.07   2.95   4.02   9.39   2.95   2.68   3.22   0.00
Drew Gooden       3.03   8.59  11.62   2.27   5.05   4.29   1.26   1.01
Greg Graham       0.00   6.86   6.86   6.86   0.00   0.00   6.86   0.00
R. Grandison      5.33   5.33  10.67   5.33   0.00   5.33   5.33   0.00
Brian Grant       4.64   9.47  14.11   2.42   2.42   4.13   1.40   1.08
Gary Grant        0.56   5.02   5.58  10.05   3.35   1.67   3.35   0.00
Greg Grant        1.81   1.81   3.62  12.68   0.00   5.43   5.43   0.00
Harvey Grant      3.69   8.70  12.40   0.26   1.58   3.16   2.37   0.79
Horace Grant      4.27   8.54  12.81   2.88   0.93   2.88   0.84   0.84
Paul Grant       16.00   0.00  16.00  16.00   0.00  32.00  16.00   0.00
Devin Gray        9.60   9.60  19.20   0.00   0.00  19.20   0.00   0.00
Ed Gray           0.00   9.29   9.29   3.10   1.55   9.29   1.55   3.10
Jeff Grayer       1.41   2.82   4.24   5.65   4.24   8.47   4.24   0.00
A.C. Green        4.59   8.22  12.81   2.10   1.34   2.87   1.15   0.57
Litterial Green   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
Willie Green      0.00   3.84   3.84   5.76   0.00   1.92   1.92   0.00
Adrian Griffin    4.25   4.25   8.51   5.47   3.04   4.86   3.04   0.00
Eddie Griffin     2.60   8.28  10.88   2.84   0.95   2.13   0.71   3.31
Tom Gugliotta     3.72   9.01  12.73   3.98   3.13   4.24   1.76   0.78
Marcus Haislip    0.00  18.00  18.00   0.00   6.00   0.00   0.00   0.00
Darvin Ham        6.79   8.48  15.27   1.94   3.88   4.85   0.73   1.21
R. Hamilton       1.45   2.59   4.04   5.17   3.72   4.53   1.45   0.65
Thomas Hamilton  16.00  16.00  32.00   8.00   0.00   8.00   0.00   8.00
Zendon Hamilton   5.65  12.71  18.35   0.00   5.65   8.47   1.41   1.41
Geert Hammink     0.00  24.00  24.00   0.00  48.00   0.00   0.00   0.00
Tom Hammonds      3.46   5.53   8.99   1.94   2.63   6.64   0.69   0.28
Darrin Hancock    2.67   2.67   5.33   2.67   5.33   5.33   2.67   0.00
Ben Handlogten    9.60   4.80  14.40   2.40   0.00   7.20   2.40   0.00
Travis Hansen     0.00   6.86   6.86   0.00   0.00  13.71   0.00   0.00
A. Hardaway       2.13   5.17   7.30   6.89   2.63   3.94   2.30   0.82
Tim Hardaway      0.89   2.12   3.01   9.47   2.90   3.45   2.67   0.45
Derek Harper      0.71   3.06   3.76   5.18   3.06   2.59   3.06   0.47
Ron Harper        2.51   7.06   9.57   3.92   2.35   3.76   2.67   0.94
Matt Harpring     3.25   5.47   8.71   3.07   3.76   3.59   1.20   0.85
Adam Harrington   0.00   4.00   4.00   0.00   0.00   0.00   0.00   0.00
Al Harrington     3.53   7.76  11.29   2.59   4.24   6.59   2.12   0.71
J. Harrington     0.00   6.64   6.64   7.15   4.09   8.68   0.51   0.00
O. Harrington     3.44   7.25  10.69   1.18   3.08   5.16   0.45   1.09
Lucious Harris    1.39   4.30   5.69   3.75   1.39   2.50   1.11   0.42
Jason Hart        1.17   5.85   7.02   2.34   1.17   5.85   2.34   1.17
Anthony Harvey    1.23  12.31  13.54   0.00   2.46   4.92   1.23   2.46
Antonio Harvey    2.18  10.91  13.09   0.00   8.73   0.00   0.00   2.18
Donnell Harvey    3.29  10.12  13.41   1.88   2.35   6.12   1.18   1.88
Udonis Haslem     5.33   9.78  15.11   0.89   4.44   4.44   0.00   0.89
Trenton Hassell   1.55   4.42   5.97   4.65   0.66   4.65   0.88   0.44
Hersey Hawkins    1.09   4.69   5.79   2.97   2.50   3.13   2.81   0.31
Juaquin Hawkins   3.89   3.89   7.78   2.59   2.59   2.59   0.00   1.30
Michael Hawkins   0.00   0.00   0.00  12.00   4.00   4.00   0.00   0.00
Jarvis Hayes      0.77   3.87   4.65   1.55   1.55   4.65   0.00   0.77
Brendan Haywood   7.35   7.84  15.18   0.98   1.96   5.88   1.47   3.43
Shane Heal        0.00   4.36   4.36   6.55   4.36   2.18   0.00   0.00
Alan Henderson    5.83   7.00  12.83   1.75   3.30   4.86   0.78   1.94
C. Henderson      2.54   4.24   6.78   1.98   2.54   4.52   1.69   0.28
J.R. Henderson    4.36   4.36   8.73   4.36   4.36   0.00   0.00   0.00
M. Hendrickson    3.31  13.24  16.55   3.31   3.31   3.31   1.66   0.00
Chris Herren      1.32   3.29   4.60  10.52   1.97   2.63   1.97   0.00
Carl Herrera      3.91   3.35   7.26   1.12   1.12   5.58   0.56   0.00
Sean Higgins      0.00   4.92   4.92   6.15   4.92   6.15   0.00   2.46
Nene Hilario      2.53   5.68   8.21   3.37   2.95   4.63   2.74   0.63
Grant Hill        1.52  10.31  11.83   7.77   3.38   4.06   1.18   1.18
Tyrone Hill       4.35   9.39  13.74   1.74   3.65   4.00   1.57   0.52
Kirk Hinrich      1.63   9.76  11.39   5.69   4.07   5.69   1.63   0.81
Fred Hoiberg      0.60   6.00   6.60   5.40   1.00   3.60   2.80   0.40
J. Honeycutt     32.00  16.00  48.00   0.00  16.00  16.00  16.00   0.00
Jeff Hornacek     1.56   3.64   5.20   7.10   2.17   3.81   2.17   0.87
Robert Horry      3.46   6.81  10.27   5.83   2.61   4.62   1.70   1.46
Eddie House       0.57   5.71   6.29   3.43   4.00   5.14   1.71   0.00
Allan Houston     0.26   4.31   4.57   3.62   3.19   3.02   0.78   0.26
Juwan Howard      3.58   7.16  10.74   3.66   4.12   3.89   0.93   0.70
Stephen Howard    2.67  10.67  13.33   2.67   2.67  10.67   0.00   0.00
Troy Hudson       0.45   2.86   3.31   9.03   3.31   2.56   0.60   0.00
Larry Hughes      1.79   5.58   7.37   5.18   3.39   4.58   1.20   0.80
Ryan Humphrey    16.00   8.00  24.00   8.00   8.00  16.00   8.00   0.00
Brandon Hunter    0.00   0.00   0.00   0.00  13.71   6.86   0.00   0.00
Lindsey Hunter    1.27   4.87   6.15   3.71   1.48   3.39   2.01   0.21
Steven Hunter     7.50   9.00  16.50   0.00   3.00   3.00   1.50   0.00
Bobby Hurley      0.00   4.04   4.04  12.56   2.69   3.59   1.79   0.90
Z. Ilgauskas      6.00   7.66  13.66   1.66   5.17   4.76   0.83   2.69
Allen Iverson     1.07   3.88   4.95   6.69   4.56   2.72   2.33   0.19
Bobby Jackson     2.22   5.30   7.52   6.32   3.50   4.36   1.54   0.17
J. Jackson        1.33   5.33   6.67   8.00   1.33   2.67   2.67   0.00
Jaren Jackson     1.32   3.63   4.95   3.79   1.81   4.29   3.13   0.33
Jim Jackson       2.69   5.05   7.74   4.65   3.10   3.75   1.39   0.08
Marc Jackson      4.09   9.19  13.28   2.38   3.74   5.79   1.70   0.00
Mark Jackson      1.46   4.72   6.18  11.31   4.07   2.77   2.20   0.08
Stephen Jackson   2.11   5.92   8.04   3.38   4.65   4.44   2.11   0.42
Casey Jacobsen    1.59   1.91   3.50   3.18   3.18   4.13   1.59   0.32
Sam Jacobson      1.17   2.34   3.51   1.17   0.00   5.85   2.34   0.00
Henry James       0.00   3.69   3.69   0.00   0.00   3.69   0.00   0.00
Jerome James      4.68   8.20  12.88   0.00   3.51   2.34   0.00   2.34
LeBron James      1.89   3.79   5.68   9.47   5.05   2.53   2.53   0.63
Mike James        0.47   1.86   2.33   6.52   2.33   3.73   2.33   0.00
Antawn Jamison    4.79   6.81  11.60   2.01   2.78   3.40   1.11   0.42
Harold Jamison   12.00  12.00  24.00   0.00   0.00  12.00   0.00   0.00
Marko Jaric       2.15   4.30   6.45  10.03   4.30   6.09   2.15   1.07
Chris Jefferies   0.00   5.33   5.33   0.00   0.00   0.00   0.00   0.00
R. Jefferson      3.13   6.00   9.13   4.43   3.39   4.17   0.52   0.26
Jared Jeffries    2.34   8.20  10.54   4.68   0.00   4.68   2.34   1.17
Britton Johnsen   1.92   3.84   5.76   3.84   0.00   3.84   0.00   0.00
Anthony Johnson   1.00   3.78   4.78   7.17   2.59   3.98   2.19   0.20
Avery Johnson     0.44   3.14   3.58  10.25   2.15   3.14   1.49   0.44
DeMarco Johnson   4.17   2.09   6.26   0.00   4.17  10.43   0.00   0.00
DerMarr Johnson   2.40   7.68  10.08   3.36   0.96   5.28   2.40   0.00
Eddie Johnson     0.96   2.89   3.86   2.41   1.21   2.41   0.72   0.24
Ervin Johnson     6.25  10.97  17.22   0.94   2.71   5.78   1.06   3.77
Joe Johnson       1.05   5.62   6.67   4.97   2.35   2.62   1.70   0.13
Kevin Johnson     0.69   4.30   4.99  13.42   3.61   1.72   2.58   0.17
Larry Johnson     4.35   4.15   8.49   6.32   2.17   3.95   0.59   0.00
Magic Johnson     4.65   7.74  12.39  17.03   4.65   0.00   3.10   3.10
Charles Jones     0.00   6.45   6.45   4.30   0.72   3.58   2.87   2.87
Dahntay Jones    16.00   0.00  16.00   0.00   0.00   0.00   0.00   0.00
Damon Jones       0.00   4.53   4.53   7.73   2.40   2.40   1.07   0.00
Eddie Jones       1.04   4.60   5.64   5.12   2.89   2.08   3.34   0.52
Fred Jones        0.00   8.47   8.47   5.65   0.00   2.82   2.82   0.00
Jumaine Jones     1.30   8.82  10.12   3.11   1.30   2.85   1.30   1.30
Popeye Jones      6.00   6.95  12.95   2.21   2.53   5.37   0.32   0.00
Michael Jordan    1.33   6.55   7.88   4.73   2.30   2.79   1.94   1.09
Reggie Jordan     5.91   5.57  11.48   4.87   1.39   4.87   2.78   0.35
Chris Kaman       0.00   4.50   4.50   0.00   3.00   6.00   0.00   1.50
Jason Kapono      0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
Adam Keefe        4.88   7.38  12.26   2.11   2.24   3.16   0.79   0.79
Shawn Kemp        5.11  10.60  15.71   2.60   6.36   5.78   1.73   1.64
Jonathen Kerner   0.00   0.00   0.00   0.00   0.00  19.20   0.00   0.00
